vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000014662	RCV000022627	JAK2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Thrombocythemia 3', 'database': 'MedGen', 'id': 'C3281125'}
VCV000014662	RCV000022628	JAK2	0	no assertion criteria provided	Affects	{'name': 'Primary familial polycythemia due to EPO receptor mutation', 'database': 'MedGen', 'id': 'C4551637'}
VCV000014662	RCV000427081	JAK2	0	no assertion criteria provided	Pathogenic	{'name': 'Myeloproliferative disorder', 'database': 'MedGen', 'id': 'C0027022'}
VCV000014662	RCV000763621	JAK2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Acquired polycythemia vera', 'database': 'MedGen', 'id': 'C0032463'};{'name': 'Acute myeloid leukemia', 'database': 'MedGen', 'id': 'C0023467'};{'name': 'Budd-Chiari syndrome', 'database': 'MedGen', 'id': 'C0856761'};{'name': 'Primary familial polycythemia due to EPO receptor mutation', 'database': 'MedGen', 'id': 'C4551637'};{'name': 'Primary myelofibrosis', 'database': 'MedGen', 'id': 'C0001815'};{'name': 'Thrombocythemia 3', 'database': 'MedGen', 'id': 'C3281125'}
VCV000014662	RCV001003803	JAK2	0	no assertion criteria provided	Likely pathogenic	{'name': 'Primary myelofibrosis', 'database': 'MedGen', 'id': 'C0001815'};{'name': 'Splenomegaly', 'database': 'MedGen', 'id': 'C0038002'}
VCV000014662	RCV001003804	JAK2	0	no assertion criteria provided	Pathogenic	{'name': 'Polycythemia', 'database': 'MedGen', 'id': 'C0032461'}
VCV000014662	RCV001092995	JAK2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000014662	RCV004751211	JAK2	1	criteria provided, single submitter	Pathogenic	{'name': 'JAK2-related disorder'}
VCV000014716	RCV000015831	IDH2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'D-2-hydroxyglutaric aciduria 2', 'database': 'MedGen', 'id': 'C3150909'}
VCV000014716	RCV000292094	IDH2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000014716	RCV002513067	IDH2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000014716	RCV006636185	IDH2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'IDH2-related mitochondrial disease'}
VCV000014758	RCV000015880	SOD1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Amyotrophic lateral sclerosis type 1', 'database': 'MedGen', 'id': 'C1862939'}
VCV000014758	RCV004745157	SOD1	0	no assertion criteria provided	Pathogenic	{'name': 'SOD1-related disorder'}
VCV000015933	RCV000017287	GNAS	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'McCune-Albright syndrome', 'database': 'MedGen', 'id': 'C0242292'}
VCV000015933	RCV000017289	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'Sex cord-stromal tumor', 'database': 'MedGen', 'id': 'C0206724'}
VCV000015933	RCV000508635	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'Pituitary adenoma 3, multiple types', 'database': 'MedGen', 'id': 'C4540135'}
VCV000015933	RCV002513071	GNAS	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000015933	RCV004558264	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'ACTH-independent macronodular adrenal hyperplasia 1', 'database': 'MedGen', 'id': 'C1857451'}
VCV000015933	RCV004760335	GNAS	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Pseudohypoparathyroidism type 1B', 'database': 'MedGen', 'id': 'C1864100'}
VCV000015934	RCV000017290	GNAS	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'McCune-Albright syndrome', 'database': 'MedGen', 'id': 'C0242292'}
VCV000015934	RCV000017293	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'Sex cord-stromal tumor', 'database': 'MedGen', 'id': 'C0206724'}
VCV000015934	RCV000508670	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'Pituitary adenoma 3, multiple types', 'database': 'MedGen', 'id': 'C4540135'}
VCV000015934	RCV001804738	GNAS	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000015934	RCV001813747	GNAS	1	criteria provided, single submitter	Pathogenic	{'name': 'Pseudohypoparathyroidism type I A', 'database': 'MedGen', 'id': 'C3494506'}
VCV000015934	RCV004018636	GNAS	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000015934	RCV004558265	GNAS	0	no assertion criteria provided	Pathogenic	{'name': 'ACTH-independent macronodular adrenal hyperplasia 1', 'database': 'MedGen', 'id': 'C1857451'}
VCV000015934	RCV005025061	GNAS	1	criteria provided, single submitter	Likely pathogenic	{'name': 'ACTH-independent macronodular adrenal hyperplasia 1', 'database': 'MedGen', 'id': 'C1857451'};{'name': 'McCune-Albright syndrome', 'database': 'MedGen', 'id': 'C0242292'};{'name': 'Pituitary adenoma 3, multiple types', 'database': 'MedGen', 'id': 'C4540135'};{'name': 'Progressive osseous heteroplasia', 'database': 'MedGen', 'id': 'C0334041'};{'name': 'Pseudohypoparathyroidism type 1B', 'database': 'MedGen', 'id': 'C1864100'};{'name': 'Pseudohypoparathyroidism type 1C', 'database': 'MedGen', 'id': 'C2932716'};{'name': 'Pseudohypoparathyroidism type I A', 'database': 'MedGen', 'id': 'C3494506'};{'name': 'Pseudopseudohypoparathyroidism', 'database': 'MedGen', 'id': 'C0033835'}
VCV000016080	RCV000017460	CFB	0	no assertion criteria provided	risk factor	{'name': 'Atypical hemolytic-uremic syndrome with B factor anomaly', 'database': 'MedGen', 'id': 'C2752038'}
VCV000016080	RCV005864443	CFB	1	criteria provided, single submitter	Pathogenic	{'name': 'Atypical hemolytic-uremic syndrome', 'database': 'MedGen', 'id': 'C2931788'}
VCV000016168	RCV000017551	GFAP	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Alexander disease', 'database': 'MedGen', 'id': 'C0270726'}
VCV000016168	RCV000056899	GFAP	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016168	RCV004786269	GFAP	1	criteria provided, single submitter	Pathogenic	{'name': 'Spastic paraplegia, intellectual disability, nystagmus, and obesity', 'database': 'MedGen', 'id': 'C4284592'}
VCV000016171	RCV000017554	GFAP	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Alexander disease', 'database': 'MedGen', 'id': 'C0270726'}
VCV000016171	RCV000056868	GFAP	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016224	RCV000017611	FUS	0	no assertion criteria provided	Pathogenic	{'name': 'Amyotrophic lateral sclerosis type 6', 'database': 'MedGen', 'id': 'C2931786'}
VCV000016224	RCV001701569	FUS	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016224	RCV001851894	FUS	1	criteria provided, single submitter	Pathogenic	{'name': 'Amyotrophic lateral sclerosis type 6', 'database': 'MedGen', 'id': 'C2931786'};{'name': 'Tremor, hereditary essential, 4', 'database': 'MedGen', 'id': 'C3539195'}
VCV000016224	RCV004745160	FUS	0	no assertion criteria provided	Pathogenic	{'name': 'FUS-related disorder'}
VCV000016276	RCV000017665	FLT3	0	no assertion criteria provided	Pathogenic	{'name': 'Acute myeloid leukemia', 'database': 'MedGen', 'id': 'C0023467'}
VCV000016276	RCV000017666	FLT3	0	no assertion criteria provided	Pathogenic	{'name': 'Acute lymphoid leukemia', 'database': 'MedGen', 'id': 'C0023449'}
VCV000016326	RCV000017723	FGFR4	0	no classifications from unflagged records	no classifications from unflagged records	{'name': 'Cancer progression and tumor cell motility', 'database': 'MedGen', 'id': 'C4016099'}
VCV000016326	RCV001196704	FGFR4	1	criteria provided, single submitter	Benign	{'name': 'See cases'}
VCV000016326	RCV001777142	FGFR4	2	criteria provided, multiple submitters, no conflicts	Benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000016326	RCV003974837	FGFR4	0	no assertion criteria provided	Benign	{'name': 'FGFR4-related disorder'}
VCV000016327	RCV000017724	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'}
VCV000016327	RCV000029207	FGFR3	0	no assertion criteria provided	Pathogenic	{'name': 'Epidermal nevus', 'database': 'MedGen', 'id': 'C0334082'}
VCV000016327	RCV000255750	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016327	RCV000763121	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'};{'name': 'Camptodactyly-tall stature-scoliosis-hearing loss syndrome', 'database': 'MedGen', 'id': 'C1864852'};{'name': 'Carcinoma of colon', 'database': 'MedGen', 'id': 'C0699790'};{'name': 'Cervical cancer', 'database': 'MedGen', 'id': 'C4048328'};{'name': 'Crouzon syndrome-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2677099'};{'name': 'Epidermal nevus', 'database': 'MedGen', 'id': 'C0334082'};{'name': 'Hypochondroplasia', 'database': 'MedGen', 'id': 'C0410529'};{'name': 'Levy-Hollister syndrome', 'database': 'MedGen', 'id': 'C0265269'};{'name': 'Malignant tumor of testis', 'database': 'MedGen', 'id': 'C0153594'};{'name': 'Malignant tumor of urinary bladder', 'database': 'MedGen', 'id': 'C0005684'};{'name': 'Muenke syndrome', 'database': 'MedGen', 'id': 'C1864436'};{'name': 'Severe achondroplasia-developmental delay-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2674173'};{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'};{'name': 'Thanatophoric dysplasia, type 2', 'database': 'MedGen', 'id': 'C1300257'}
VCV000016327	RCV001266979	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000016327	RCV001807732	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Hypochondroplasia', 'database': 'MedGen', 'id': 'C0410529'}
VCV000016327	RCV002276551	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Connective tissue disorder', 'database': 'MedGen', 'id': 'C0009782'}
VCV000016327	RCV003227605	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Camptodactyly-tall stature-scoliosis-hearing loss syndrome', 'database': 'MedGen', 'id': 'C1864852'}
VCV000016327	RCV004545731	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'FGFR3-related disorder'}
VCV000016327	RCV004783725	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Severe achondroplasia-developmental delay-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2674173'}
VCV000016327	RCV004798732	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Muenke syndrome', 'database': 'MedGen', 'id': 'C1864436'}
VCV000016327	RCV005624694	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Intellectual disability', 'database': 'MedGen', 'id': 'C3714756'}
VCV000016327	RCV006451899	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Crouzon syndrome-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2677099'}
VCV000016327	RCV006454634	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'}
VCV000016327	RCV006713110	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'FGFR3-related chondrodysplasia', 'database': 'MedGen', 'id': 'C5681604'}
VCV000016329	RCV000017726	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Crouzon syndrome-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2677099'}
VCV000016329	RCV000194803	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Craniosynostosis syndrome', 'database': 'MedGen', 'id': 'C0010278'}
VCV000016329	RCV000414319	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016329	RCV000623005	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000016329	RCV006704482	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'FGFR3-related disorder'}
VCV000016329	RCV006707579	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Common craniosynostosis syndromes'}
VCV000016330	RCV000017727	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'}
VCV000016330	RCV002228031	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016330	RCV006697999	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'}
VCV000016330	RCV006713112	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'FGFR3-related chondrodysplasia', 'database': 'MedGen', 'id': 'C5681604'}
VCV000016331	RCV000017728	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Thanatophoric dysplasia, type 2', 'database': 'MedGen', 'id': 'C1300257'}
VCV000016331	RCV000017729	FGFR3	0	no assertion criteria provided	Pathogenic	{'name': 'Multiple myeloma', 'database': 'MedGen', 'id': 'C0026764'}
VCV000016331	RCV000017730	FGFR3	0	no assertion criteria provided	Pathogenic	{'name': 'Spermatocytic seminoma', 'database': 'MedGen', 'id': 'C0334517'}
VCV000016331	RCV000255799	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016331	RCV003155029	FGFR3	0	no assertion criteria provided	Pathogenic	{'name': 'See cases'}
VCV000016331	RCV003234912	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'}
VCV000016331	RCV003317039	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Thanatophoric dysplasia', 'database': 'MedGen', 'id': 'C0039743'}
VCV000016331	RCV004532376	FGFR3	0	no assertion criteria provided	Pathogenic	{'name': 'FGFR3-related disorder'}
VCV000016331	RCV005031441	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'};{'name': 'Camptodactyly-tall stature-scoliosis-hearing loss syndrome', 'database': 'MedGen', 'id': 'C1864852'};{'name': 'Cervical cancer', 'database': 'MedGen', 'id': 'C4048328'};{'name': 'Colorectal cancer', 'database': 'MedGen', 'id': 'C0346629'};{'name': 'Crouzon syndrome-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2677099'};{'name': 'Epidermal nevus', 'database': 'MedGen', 'id': 'C0334082'};{'name': 'Germ cell tumor of testis', 'database': 'MedGen', 'id': 'C1336708'};{'name': 'Hypochondroplasia', 'database': 'MedGen', 'id': 'C0410529'};{'name': 'Lacrimoauriculodentodigital syndrome 2', 'database': 'MedGen', 'id': 'C5774286'};{'name': 'Malignant tumor of urinary bladder', 'database': 'MedGen', 'id': 'C0005684'};{'name': 'Muenke syndrome', 'database': 'MedGen', 'id': 'C1864436'};{'name': 'Severe achondroplasia-developmental delay-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2674173'};{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'};{'name': 'Thanatophoric dysplasia, type 2', 'database': 'MedGen', 'id': 'C1300257'}
VCV000016338	RCV000017741	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Hypochondroplasia', 'database': 'MedGen', 'id': 'C0410529'}
VCV000016338	RCV000255372	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000016338	RCV000415460	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Short stature', 'database': 'MedGen', 'id': 'C0349588'}
VCV000016338	RCV000622950	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000016338	RCV000763122	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'};{'name': 'Camptodactyly-tall stature-scoliosis-hearing loss syndrome', 'database': 'MedGen', 'id': 'C1864852'};{'name': 'Carcinoma of colon', 'database': 'MedGen', 'id': 'C0699790'};{'name': 'Cervical cancer', 'database': 'MedGen', 'id': 'C4048328'};{'name': 'Crouzon syndrome-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2677099'};{'name': 'Epidermal nevus', 'database': 'MedGen', 'id': 'C0334082'};{'name': 'Hypochondroplasia', 'database': 'MedGen', 'id': 'C0410529'};{'name': 'Levy-Hollister syndrome', 'database': 'MedGen', 'id': 'C0265269'};{'name': 'Malignant tumor of testis', 'database': 'MedGen', 'id': 'C0153594'};{'name': 'Malignant tumor of urinary bladder', 'database': 'MedGen', 'id': 'C0005684'};{'name': 'Muenke syndrome', 'database': 'MedGen', 'id': 'C1864436'};{'name': 'Severe achondroplasia-developmental delay-acanthosis nigricans syndrome', 'database': 'MedGen', 'id': 'C2674173'};{'name': 'Thanatophoric dysplasia type 1', 'database': 'MedGen', 'id': 'C1868678'};{'name': 'Thanatophoric dysplasia, type 2', 'database': 'MedGen', 'id': 'C1300257'}
VCV000016338	RCV001332222	FGFR3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Achondroplasia', 'database': 'MedGen', 'id': 'C0001080'}
VCV000016338	RCV001804740	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Larsen syndrome', 'database': 'MedGen', 'id': 'C0175778'}
VCV000016338	RCV002276553	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'Connective tissue disorder', 'database': 'MedGen', 'id': 'C0009782'}
VCV000016338	RCV004737156	FGFR3	1	criteria provided, single submitter	Pathogenic	{'name': 'FGFR3-related disorder'}
