#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
ERCC8	1161	5q12.1	chr5:60162281-60240897	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019569	
ERF	2077	19q13.2	chr19:42751721-42759280	3	Sufficient evidence for dosage pathogenicity	30758909	23354439	26097063	29215649			0	No evidence available							2021-06-08	MONDO:0010929	
ERMARD	55780	6q27	chr6:170151718-170181696	1	Little evidence for dosage pathogenicity	24056535						0	No evidence available							2013-11-13		
ESCO2	157570	8p21.1	chr8:27632071-27662833	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100253	
ESPN	83715	1p36.31	chr1:6484836-6521004	30	Gene associated with autosomal recessive phenotype	15286153	18973245					0	No evidence available							2018-02-07	MONDO:0012170	
ETFB	2109	19q13.41	chr19:51848409-51869642	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009282	
ETFDH	2110	4q32.1	chr4:159593448-159630775	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009282	
ETV6	2120	12p13.2	chr12:11802608-12048311	3	Sufficient evidence for dosage pathogenicity	26522332	30940639	26102509	27365488	25807284	28104920	0	No evidence available							2023-01-11	OMIM:616216	
EVC2	132884	4p16.2	chr4:5564166-5711275	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-07-18	MONDO:0009162	
EVX2	344191	2q31.1	chr2:176944835-176948690	0	No evidence available							0	No evidence available							2012-04-04		
EXO5	64789	1p34.2	chr1:40974439-40981710	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-02		
EXOSC3	51010	9p13.2	chr9:37779711-37785089	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013853	
EXPH5	23086	11q22.3	chr11:108376162-108464495	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014014	
EXT1	2131	8q24.11	chr8:118806729-119124065	3	Sufficient evidence for dosage pathogenicity	29529714	30334991	28690282				0	No evidence available							2020-06-17	MONDO:0007585	
EXT2	2132	11p11.2	chr11:44117228-44273512	3	Sufficient evidence for dosage pathogenicity	29529714	30334991	28690282				0	No evidence available							2020-06-23	MONDO:0007586	
EYA1	2138	8q13.3	chr8:72109668-72460329	3	Sufficient evidence for dosage pathogenicity	30086703	16813606	29552445				0	No evidence available							2020-08-25	MONDO:0007236	
EYA4	2070	6q23.2	chr6:133562495-133853266	3	Sufficient evidence for dosage pathogenicity	11159937	17567890	15735644				0	No evidence available							2020-01-22	MONDO:0011031	
EYS	346007	6q12	chr6:64429876-66417119	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011272	
F10	2159	13q34	chr13:113777113-113803843	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009212	
F13A1	2162	6p25.1	chr6:6144317-6320895	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013187	
F13B	2165	1q31.3	chr1:197007871-197036390	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013190	
F5	2153	1q24.2	chr1:169481189-169555719	30	Gene associated with autosomal recessive phenotype	11435304	19598066					0	No evidence available							2018-01-11	MONDO:0009210	
F7	2155	13q34	chr13:113760102-113774999	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009211	
F8	2157	Xq28	chrX:154064067-154250998	3	Sufficient evidence for dosage pathogenicity	2987704	23534532	23551875				0	No evidence available							2020-10-13	MONDO:0010602	
F9	2158	Xq27.1	chrX:138612898-138645618	3	Sufficient evidence for dosage pathogenicity	20301668	29296726					0	No evidence available							2021-01-12	MONDO:0010604	
FA2H	79152	16q23.1	chr16:74746867-74808718	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012866	
FADD	8772	11q13.3	chr11:70049402-70053496	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013408	
FAH	2184	15q25.1	chr15:80445131-80479291	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-09-02	MONDO:0010161	
FAM161A	84140	2p15	chr2:62051983-62081195	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011630	
FAM20C	56975	7p22.3	chr7:192571-300738	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009821	
FAN1	22909	15q13.3	chr15:31196055-31235311	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013898	
FANCA	2175	16q24.3	chr16:89803957-89883055	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-10-11	MONDO:0009215	
FANCB	2187	Xp22.2	chrX:14861527-14891191	3	Sufficient evidence for dosage pathogenicity	15502827	29232005	21910217	16679491			0	No evidence available							2021-06-23	MONDO:0010351	
FANCD2	2177	3p25.3	chr3:10068121-10143616	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-08-09	MONDO:0009214	
FANCE	2178	6p21.31	chr6:35420115-35434879	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-06-12	MONDO:0010953	
FANCF	2188	11p14.3	chr11:22644079-22647369	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2025-01-08	MONDO:0011325	
FANCG	2189	9p13.3	chr9:35073836-35079939	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-11-15	MONDO:0013565	
FANCL	55120	2p16.1	chr2:58386378-58468515	30	Gene associated with autosomal recessive phenotype	32235514						0	No evidence available							2023-10-21		
FANCM	57697	14q21.2	chr14:45605133-45670093	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-04-09		
FARS2	10667	6p25.1	chr6:5261240-5771816	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
FAS	355	10q23.31	chr10:90750555-90776816	1	Little evidence for dosage pathogenicity	21490157	26563159	23524443	34171534			0	No evidence available							2022-02-08	MONDO:0017979	
FASLG	356	1q24.3	chr1:172628243-172636016	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-10-11	MONDO:0011158	
FBN1	2200	15q21.1	chr15:48700510-48937906	3	Sufficient evidence for dosage pathogenicity	17701892	30286810	21063442				0	No evidence available							2019-12-04	MONDO:0007947	
FBN2	2201	5q23.3	chr5:127593601-127873938	0	No evidence available							0	No evidence available							2024-02-28		
FBP1	2203	9q22.32	chr9:97365415-97402545	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009251	
FBXO7	25793	22q12.3	chr22:32870798-32894816	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009830	
FBXW11	23291	5q35.1	chr5:171288553-171433642	0	No evidence available							1	Little evidence for dosage pathogenicity	16865294						2011-12-07		
FBXW4	6468	10q24.32	chr10:103370423-103455052	0	No evidence available							0	No evidence available							2014-10-08		MONDO:0009525
FGD1	2245	Xp11.22	chrX:54471887-54522667	3	Sufficient evidence for dosage pathogenicity	17152066	20082460	16353258	19110080	28103835	33067218	0	No evidence available							2021-05-26	MONDO:0010589	
FGD4	121512	12p11.21	chr12:32552492-32798984	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012250	
FGF10	2255	5p12	chr5:44300349-44389522	3	Sufficient evidence for dosage pathogenicity	15654336	16630169	19102732				0	No evidence available							2022-02-23	MONDO:0007872	
FGF12	2257	3q28-q29	chr3:191857179-192445330	0	No evidence available	25217958	25232849	28446957				1	Little evidence for dosage pathogenicity	32524056						2021-12-01		MONDO:0100062
FGF3	2248	11q13.3	chr11:69624736-69634184	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012541	
FGFR1	2260	8p11.23	chr8:38268661-38326153	3	Sufficient evidence for dosage pathogenicity	12627230	15605412	19489874				0	No evidence available							2021-04-05	MONDO:0007844	
FGFR3	2261	4p16.3	chr4:1795020-1810594	0	No evidence available							0	No evidence available	21815251	20197130					2011-11-09		
FGFRL1	53834	4p16.3	chr4:1005414-1020686	0	No evidence available							0	No evidence available							2013-08-01		
FH	2271	1q43	chr1:241660903-241683055	3	Sufficient evidence for dosage pathogenicity	21398687						0	No evidence available							2020-07-06	MONDO:0007888	
FHIT	2272	3p14.2	chr3:59733003-61237126	0	No evidence available	17363630	2337565					0	No evidence available	27113213						2018-10-24		
FKBP14	55033	7p14.3	chr7:30050203-30066318	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013800	
FLCN	201163	17p11.2	chr17:17115526-17140482	3	Sufficient evidence for dosage pathogenicity	22146830	20413710	21412933	35639097	35637701	33927747	0	No evidence available							2023-01-11	MONDO:0800444	
FLG	2312	1q21.3	chr1:152274641-152297715	3	Sufficient evidence for dosage pathogenicity	16444271	27793761	27667308				0	No evidence available							2020-02-26	MONDO:0015947	
FLNA	2316	Xq28	chrX:153576899-153603002	3	Sufficient evidence for dosage pathogenicity	16684786	23032111	26471271				0	No evidence available	24098143						2020-12-02	MONDO:0010233	
FLNB	2317	3p14.3	chr3:57994149-58157978	0	No evidence available							0	No evidence available							2013-07-25		
FLNC	2318	7q32.1	chr7:128470460-128499326	3	Sufficient evidence for dosage pathogenicity	28008423	27908349	28436997	30067491			0	No evidence available							2021-07-13	MONDO:0005021	
FLVCR2	55640	14q24.3	chr14:76044963-76114510	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009168	
FMO2	2327	1q24.3	chr1:171154347-171181825	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
FMR1	2332	Xq27.3	chrX:146993437-147032645	3	Sufficient evidence for dosage pathogenicity	1642231	7670500	8069307				0	No evidence available							2020-12-16	MONDO:0010383	
FOLR1	2348	11q13.4	chr11:71900753-71907367	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2019-06-25	MONDO:0013110	
FOSL2	2355	2p23.2	chr2:28615725-28640184	0	No evidence available							0	No evidence available							2024-12-10	MONDO:0968978	
FOXC1	2296	6p25.3	chr6:1610150-1614132	3	Sufficient evidence for dosage pathogenicity	11170889	17653043	16936096				0	No evidence available							2020-07-29	MONDO:0011233	
FOXC2	2303	16q24.1	chr16:86600435-86603334	3	Sufficient evidence for dosage pathogenicity	11078474	11694548	21918810				0	No evidence available							2013-11-26	MONDO:0007922	
FOXE1	2304	9q22.33	chr9:100615508-100618999	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009437	
FOXE3	2301	1p33	chr1:47881957-47883724	0	No evidence available							0	No evidence available							2017-12-13		
FOXF1	2294	16q24.1	chr16:86544133-86549028	3	Sufficient evidence for dosage pathogenicity	23505205						0	No evidence available							2013-06-20	MONDO:0009934	
FOXG1	2290	14q12	chr14:29235993-29239483	3	Sufficient evidence for dosage pathogenicity	28661489	24836831	29655203	24139857	19578037	18571142	0	No evidence available							2021-03-09	MONDO:0100040	
FOXL2	668	3q22.3	chr3:138663066-138665979	3	Sufficient evidence for dosage pathogenicity	28924383	15962237	20232352	11468277	29339661	18726931	0	No evidence available							2021-02-09	MONDO:0007201	
FOXP1	27086	3p13	chr3:71003859-71633129	3	Sufficient evidence for dosage pathogenicity	29090079	20848658	20950788				0	No evidence available							2020-01-22	MONDO:0013352	
FOXP2	93986	7q31.1	chr7:113726382-114333820	3	Sufficient evidence for dosage pathogenicity	15877281	23918746	27572252	36328423			0	No evidence available							2025-04-08	MONDO:0016226	
FOXRED1	55572	11q24.2	chr11:126139049-126148021	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
FRMD7	90167	Xq26.2	chrX:131211018-131262048	3	Sufficient evidence for dosage pathogenicity	17013395	20450309	28378818				0	No evidence available							2020-04-09	MONDO:0010693	
FSHB	2488	11p14.1	chr11:30252561-30256741	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009239	
FTCD	10841	21q22.3	chr21:47556176-47575493	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009240	
FTL	2512	19q13.33	chr19:49468566-49470136	0	No evidence available							0	No evidence available							2013-08-22		
FTSJ1	24140	Xp11.23	chrX:48334409-48344752	2	Some evidence for dosage pathogenicity	15162322	15342698	18081026	31170314	31981491	36720500	0	No evidence available							2023-03-22	MONDO:0019181	
FXN	2395	9q21.11	chr9:71650668-71693992	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100340	
FYCO1	79443	3p21.31	chr3:45959395-46037316	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-05-20	MONDO:0012395	
FZD4	8322	11q14.2	chr11:86656721-86666437	3	Sufficient evidence for dosage pathogenicity	12172548	14507768	25711638	26244290	34860240	35394490	0	No evidence available							2023-01-25	MONDO:0007589	
G6PC3	92579	17q21.31	chr17:42148041-42153712	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-04-30	MONDO:0012930	
GAA	2548	17q25.3	chr17:78075380-78093680	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009290	
GAB4	128954	22q11.1	chr22:17442826-17489112	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
GABRA1	2554	5q34	chr5:161274197-161326977	1	Little evidence for dosage pathogenicity	16718694	21714819	27613244	28554332	29655203	16123039	0	No evidence available							2021-11-09	MONDO:0100038	
GABRB3	2562	15q12	chr15:26788699-27018910	0	No evidence available							0	No evidence available							2012-04-25		
GABRG2	2566	5q34	chr5:161494471-161582545	1	Little evidence for dosage pathogenicity	12117362	19261880	24480790				0	No evidence available							2018-09-25		
GALC	2581	14q31.3	chr14:88399358-88460009	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009499	
GALK1	2584	17q25.1	chr17:73747550-73761273	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009255	
GALNS	2588	16q24.3	chr16:88880142-88923355	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009659	
GALNT12	79695	9q22.33	chr9:101569952-101612363	1	Little evidence for dosage pathogenicity	29749045	19617566	22461326				0	No evidence available							2019-09-09	MONDO:0012132	
