#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
GALNT12	79695	9q22.33	chr9:98807670-98850081	1	Little evidence for dosage pathogenicity	29749045	19617566	22461326				0	No evidence available							2019-09-09	MONDO:0012132	
GALNT3	2591	2q24.3	chr2:165747588-165794692	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100252	
GALR1	2587	18q23	chr18:77249848-77277900	0	No evidence available							0	No evidence available							2012-07-06		
GALT	2592	9p13.3	chr9:34646675-34651035	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009258	
GAMT	2593	19p13.3	chr19:1397026-1401542	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012999	
GAN	8139	16q23.2	chr16:81314962-81390809	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009749	
GATA1	2623	Xp11.23	chrX:48786590-48794311	0	No evidence available							0	No evidence available							2020-10-14		
GATA2	2624	3q21.3	chr3:128479422-128493201	3	Sufficient evidence for dosage pathogenicity	21892158	21670465	22147895	33759087	34893945	34638133	0	No evidence available							2023-04-12	MONDO:0013540	
GATA3	2625	10p14	chr10:8045333-8075198	3	Sufficient evidence for dosage pathogenicity	10935639	11389161	27387476				0	No evidence available							2020-06-24	MONDO:0007797	
GATA4	2626	8p23.1	chr8:11676935-11760002	3	Sufficient evidence for dosage pathogenicity	12845333	15863664	24000169				0	No evidence available							2017-02-08	MONDO:0011938	
GATA6	2627	18q11.2	chr18:22169589-22202528	3	Sufficient evidence for dosage pathogenicity	22158542	23223019	23635550				0	No evidence available							2013-06-20	MONDO:0010802	
GATAD1	57798	7q21.2	chr7:92447482-92495769	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013848	
GATAD2B	57459	1q21.3	chr1:153804725-153922972	3	Sufficient evidence for dosage pathogenicity	23644463	28077840	27848944				0	No evidence available							2017-12-27	MONDO:0014034	
GBA	2629	1q22	chr1:155234452-155244627	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0018150	
GBA2	57704	9p13.3	chr9:35736866-35749228	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013737	
GBE1	2632	3p12.2	chr3:81489703-81761645	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009292	
GCDH	2639	19p13.13	chr19:12891129-12899999	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009281	
GCH1	2643	14q22.2	chr14:54842017-54902826	3	Sufficient evidence for dosage pathogenicity	17898029	19491146	17111153				0	No evidence available							2023-02-14	MONDO:0007495	
GCSH	2653	16q23.2	chr16:81081945-81096395	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011612	
GDF2	2658	10q11.22	chr10:47322454-47327588	0	No evidence available							0	No evidence available							2016-10-13		
GDF5	8200	20q11.22	chr20:35433347-35454749	3	Sufficient evidence for dosage pathogenicity	33333243	9288091	18283415	12567410			0	No evidence available							2021-02-24	MONDO:0007221	
GDI1	2664	Xq28	chrX:154437154-154443467	1	Little evidence for dosage pathogenicity	9620768	22002931					0	No evidence available							2022-06-22	MONDO:0010451	
GEN1	348654	2p24.2	chr2:17753278-17788946	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
GFER	2671	16p13.3	chr16:1984193-1987749	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013116	
GFI1	2672	1p22.1	chr1:92473043-92486925	0	No evidence available							0	No evidence available							2024-07-22		
GFM1	85476	3q25.32	chr3:158644527-158695581	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012191	
GIGYF2	26058	2q37.1	chr2:232697331-232860605	1	Little evidence for dosage pathogenicity	25170348	25363768	27824329	28714951			0	No evidence available							2022-08-24	MONDO:0100038	
GIPC3	126326	19p13.3	chr19:3585478-3593541	30	Gene associated with autosomal recessive phenotype	21326233	21660509					0	No evidence available							2016-08-22	MONDO:0011160	
GJA1	2697	6q22.31	chr6:121435646-121449727	0	No evidence available							0	No evidence available							2013-11-20		
GJA5	2702	1q21.2	chr1:147756199-147773351	1	Little evidence for dosage pathogenicity	20818502						0	No evidence available							2012-02-23		
GJA8	2703	1q21.2	chr1:147902795-147914486	0	No evidence available	18006672	31844091	34722561	37337769	25148791		0	No evidence available							2025-04-08		
GJB2	2706	13q12.11	chr13:20187470-20192938	40	Dosage sensitivity unlikely							0	No evidence available							2012-05-10		
GJB6	10804	13q12.11	chr13:20221962-20232319	0	No evidence available							0	No evidence available							2014-01-30		
GK	2710	Xp21.2	chrX:30653423-30731462	3	Sufficient evidence for dosage pathogenicity	8651297	9719371	10851254				0	No evidence available							2012-09-06	MONDO:0010613	
GLA	2717	Xq22.1	chrX:101397803-101407925	3	Sufficient evidence for dosage pathogenicity	27560961	30988410	11322659				0	No evidence available							2021-03-24	MONDO:0010526	
GLB1	2720	3p22.3	chr3:32961108-33097146	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-25	MONDO:0018149	
GLDC	2731	9p24.1	chr9:6532467-6645729	30	Gene associated with autosomal recessive phenotype	22171071						0	No evidence available							2016-06-10	MONDO:0011612	
GLI2	2736	2q14.2	chr2:120735868-120992653	3	Sufficient evidence for dosage pathogenicity	14581620	21204792	24744436				0	No evidence available							2021-01-11	MONDO:0012563	
GLI3	2737	7p14.1	chr7:41960949-42264268	3	Sufficient evidence for dosage pathogenicity	15739154	21326280	29236091				0	No evidence available							2021-01-12	MONDO:0008287	
GLIS3	169792	9p24.2	chr9:3824127-4490465	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012436	
GLMN	11146	1p22.1	chr1:92246402-92370844	3	Sufficient evidence for dosage pathogenicity	11845407	15689436	22092580				0	No evidence available							2013-07-18	MONDO:0007672	
GLRB	2743	4q32.1	chr4:157076150-157172090	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013828	
GLUL	2752	1q25.3	chr1:182378098-182391790	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-06-04	MONDO:0012393	
GMPPA	29926	2q35	chr2:219498891-219506989	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014219	
GNAI1	2770	7q21.11	chr7:80134831-80226181	0	No evidence available	33473207	31164858					0	No evidence available							2023-03-28	MONDO:0100038	
GNAI3	2773	1p13.3	chr1:109548615-109600195	0	No evidence available							0	No evidence available							2013-07-18		
GNAO1	2775	16q13	chr16:56191489-56357444	1	Little evidence for dosage pathogenicity	25533962	28357411	30103967	32056211	28747448		0	No evidence available							2022-05-10	MONDO:0100062	
GNAS	2778	20q13.32	chr20:58839748-58911192	3	Sufficient evidence for dosage pathogenicity	9876352	11095461	11600516				0	No evidence available							2021-01-12	MONDO:0012912	
GNB1	2782	1p36.33	chr1:1785286-1891087	1	Little evidence for dosage pathogenicity	28087732						0	No evidence available							2019-01-23	MONDO:0100465	
GNPAT	8443	1q42.2	chr1:231241212-231277973	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009112	
GNRH1	2796	8p21.2	chr8:25419258-25425040	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013914	
GNS	2799	12q14.3	chr12:64713449-64759406	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009658	
GOLGA2P2Y	84559	Yq11.23	chrY:24209967-24214831	0	No evidence available							0	No evidence available							2012-08-22		
GORAB	92344	1q24.2	chr1:170532166-170553834	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009271	
GP1BB	2812	22q11.21	chr22:19723539-19724771	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009276	
GP6	51206	19q13.42	chr19:55013705-55038264	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013623	
GPC3	2719	Xq26.2	chrX:133535745-133985594	3	Sufficient evidence for dosage pathogenicity	30447178	21362501	10814714				0	No evidence available							2021-01-27	MONDO:0020602	
GPC5	2262	13q31.3	chr13:91398621-92867237	0	No evidence available							0	No evidence available							2012-03-08		
GPC6	10082	13q31.3-q32.1	chr13:93216529-94408020	30	Gene associated with autosomal recessive phenotype							0	No evidence available	19941983						2011-11-17	MONDO:0009779	
GPD1	2819	12q13.12	chr12:50104008-50111313	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013771	
GPHN	10243	14q23.3-q24.1	chr14:66508147-67735355	1	Little evidence for dosage pathogenicity	23393157	24643514	23184456				0	No evidence available							2024-06-11	MONDO:0100038	
GPIHBP1	338328	8q24.3	chr8:143213218-143217170	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014412	
GPR148	344561	2q21.1	chr2:130729070-130730336	0	No evidence available							0	No evidence available							2018-04-05		
GPR179	440435	17q12	chr17:38324571-38343956	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013807	
GPSM2	29899	1p13.3	chr1:108876985-108934545	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011411	
GPX4	2879	19p13.3	chr19:1103994-1106779	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009593	
GRB10	2887	7p12.1	chr7:50590068-50793453	0	No evidence available							0	No evidence available							2012-03-23		
GREM1	26585	15q13.3	chr15:32718004-32745106	0	No evidence available							0	No evidence available							2020-08-20		
GRHPR	9380	9p13.2	chr9:37422435-37439494	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009824	
GRIA3	2892	Xq25	chrX:123184278-123490915	1	Little evidence for dosage pathogenicity	17568425	19449417	17989220	25644381	36863698	35031858	0	No evidence available							2024-03-28	MONDO:0010402	
GRID1	2894	10q23.1-q23.2	chr10:85599552-86366795	0	No evidence available							0	No evidence available							2011-12-21		
GRIK2	2898	6q16.3	chr6:101393708-102070083	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-09-05	MONDO:0012614	
GRIN2A	2903	16p13.2	chr16:9753404-10182908	3	Sufficient evidence for dosage pathogenicity	20890276	23933820	23933819	28109652	30544257		0	No evidence available							2024-09-25	MONDO:0100038	
GRIN2B	2904	12p13.1	chr12:13537337-13982134	3	Sufficient evidence for dosage pathogenicity	23160955	20890276	28377535				0	No evidence available							2019-09-25	MONDO:0013509	
GRIN3B	116444	19p13.3	chr19:1000419-1009732	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
GRIP1	23426	12q14.3	chr12:66347431-67069338	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-07-10	MONDO:0054737	
GRM1	2911	6q24.3	chr6:146027707-146437601	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013905	
GRM6	2916	5q35.3	chr5:178978327-178995320	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009758	
GRXCR1	389207	4p13	chr4:42892713-43030658	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-03-06	MONDO:0013210	
GSDMD	79792	8q24.3	chr8:143553387-143563062	0	No evidence available							0	No evidence available							2024-03-27		
GTF2H5	404672	6q25.3	chr6:158168350-158199344	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014619	
GTF2I	2969	7q11.23	chr7:74657718-74760692	0	No evidence available							0	No evidence available							2012-08-08		
GTF2IRD1	9569	7q11.23	chr7:74453906-74602605	0	No evidence available							0	No evidence available							2012-10-10		
GTF2IRD2	84163	7q11.23	chr7:74796151-74851605	0	No evidence available							0	No evidence available							2013-12-04		
GUCA1C	9626	3q13.13	chr3:108907792-108955195	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
GUCY2C	2984	12p12.3	chr12:14612632-14696599	0	No evidence available							0	No evidence available							2013-09-18		
GUSB	2990	7q11.21	chr7:65960684-65982213	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-10-11	MONDO:0009662	
GYS2	2998	12p12.1	chr12:21532577-21604847	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009414	
H1-4	3008	6p22.2	chr6:26156329-26157115	0	No evidence available	28475857	29704315	29383847	31447100			0	No evidence available							2022-07-27	MONDO:0044323	
H19	283120	11p15.5	chr11:1995176-2001466	0	No evidence available							0	No evidence available							2012-03-22		
H6PD	9563	1p36.22	chr1:9234774-9271337	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011503	
HBA1	3039	16p13.3	chr16:176680-177522	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-19	MONDO:0011399	
HBA2	3040	16p13.3	chr16:172876-173710	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-07-06	MONDO:0011399	
HDAC4	9759	2q37.3	chr2:239048168-239401649	1	Little evidence for dosage pathogenicity	20691407	35937050	35982159	33057194	31502745		0	No evidence available							2024-07-16	MONDO:0010886	
HDAC8	55869	Xq13.1	chrX:72329516-72572843	3	Sufficient evidence for dosage pathogenicity	22885700	24403048	26671848				0	No evidence available							2018-03-28	MONDO:0010471	
HEXB	3074	5q13.3	chr5:74640023-74721288	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010006	
HFE	3077	6p22.2	chr6:26087429-26098343	30	Gene associated with autosomal recessive phenotype	22093335	20117027	17951290	24920245	18809761		0	No evidence available							2024-04-08	MONDO:0006507	
HFM1	164045	1p22.2	chr1:91260766-91408007	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014322	
HGF	3082	7q21.11	chr7:81699010-81770047	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012003	
HGSNAT	138050	8p11.21-p11.1	chr8:43140464-43202855	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009657	
